"ID","REFERENCE","ORDER_DATE","SUPPLIER_ID","TOTAL_AMOUNT","DESCRIPTION","STATUS"
1700,PO014-1,2022-09-15 00:00:00.000,121,,"2.5 EXTERNAL TOSHIBA 1TB HARD DISK USB 3.0 x 2",Received
1701,PO014-1,2022-09-15 00:00:00.000,124,,"2.5 EXTERNAL TOSHIBA 1TB HARD DISK USB 3.0 x 2",Received
1702,PO014-2,2022-09-15 00:00:00.000,150,,"2.5 EXTERNAL TOSHIBA 2TB HARD DISK USB 3.0 x 3",Received
1703,PO014-3,2022-09-15 00:00:00.000,108,,NOTEBOOK SATA HDD - 500 GB x 5,Received
1704,PO014-3,2022-09-15 00:00:00.000,121,,NOTEBOOK SATA HDD - 500 GB x 5,Received
1705,PO014-3,2022-09-15 00:00:00.000,150,,NOTEBOOK SATA HDD - 500 GB x 5,Received
1706,PO014-4,2022-09-15 00:00:00.000,124,,"3TB SATA HARD DISK x 4",Received
1707,PO014-4,2022-09-15 00:00:00.000,134,,"3TB SATA HARD DISK x 4",Received
1708,PO014-5,2022-09-15 00:00:00.000,124,,WESTERN DIGITAL USB 3.0 EXTERNAL HARD DISK 3.5 4TB x 2,Received
1709,PO014-5,2022-09-15 00:00:00.000,137,,WESTERN DIGITAL USB 3.0 EXTERNAL HARD DISK 3.5 4TB x 2,Received
1710,PO014-1,2022-09-15 00:00:00.000,121,,FAN UNIT x 20,Cancelled
1711,PO014-1,2022-09-15 00:00:00.000,124,,FAN UNIT x 20,Cancelled
1712,PO014-1,2022-09-15 00:00:00.000,134,,FAN UNIT x 20,Cancelled
1713,PO014-1,2022-09-15 00:00:00.000,111,,EPSON EB-S31 3LCD PROJECTOR x 3,Received
1714,PO014-2,2022-09-15 00:00:00.000,108,,VIEWSONIC PJD5155 PROJECTOR,Received
1715,PO014-2,2022-09-15 00:00:00.000,124,,COOLER MASTER SEIDON120V V3 PLUS WATER-COOLING KIT x 5,Received
1716,PO014-3,2022-09-15 00:00:00.000,95,,GENIUS MEDIA POINTER 900BT x 3,Received
1717,PO014-3,2022-09-15 00:00:00.000,124,,GENIUS MEDIA POINTER 900BT x 3,Received
1718,PO014-3,2022-09-15 00:00:00.000,150,,GENIUS MEDIA POINTER 900BT x 3,Received
1719,PO014-3,2022-09-15 00:00:00.000,134,,USB WIRELESS <<T>> LASER POINTER PRESENTER x 2,Received
1720,PO014-3,2022-09-15 00:00:00.000,150,,USB WIRELESS <<T>> LASER POINTER PRESENTER x 2,Received
1721,PO014-3,2022-09-15 00:00:00.000,98,,ASUS H110M-A (INTEL H110) DDR4 LGA1151 MATX x 4,Received
1722,PO014-4,2022-09-15 00:00:00.000,137,,ASUS H81M-A (INTEL H81) LGA1150 MATX x 2,Received
1723,PO014-4,2022-09-15 00:00:00.000,134,,HP M277DW WIFI COLOUR LASERJET PRO MFP,Received
1724,PO014-5,2022-09-15 00:00:00.000,150,,HP OFFICEJET PRO 6830 E-ALL-IN-ONE PRINTER,Received
1725,PO014-5,2022-09-15 00:00:00.000,147,,EPSON LQ310 DOT MATRIX PRINTER,Received
1726,PO014-5,2022-09-15 00:00:00.000,121,,LENOVO B50-30 x 5,Received
1727,PO014-5,2022-09-15 00:00:00.000,108,,DELL N3543 CORE i5 x 3,Cancelled
1728,PO014-5,2022-09-15 00:00:00.000,137,,DELL N3543 CORE i5 x 3,Cancelled
1729,PO001-1,2022-01-03 00:00:00.000,92,,Back lights,Received
1730,PO001-1,2022-01-03 00:00:00.000,131,,Back lights,Received
1731,PO002-1,2022-01-10 00:00:00.000,103,,Purchase of Car Model X,Received
1732,PO003,2022-01-24 00:00:00.000,95,57300,Computer screens,Closed
1733,PO003,2022-01-24 00:00:00.000,134,57300,Computer screens,Closed
1734,PO003-1,2022-01-24 00:00:00.000,95,,"Screens 22""",Received
2421,PO006-1,2022-02-16 00:00:00.000,122,,Packet 5,Received
2422,PO013-1,2022-08-20 00:00:00.000,116,,Audi Q5,Received
2423,PO006-1,2022-02-16 00:00:00.000,96,,Packet 6,Received
2424,PO007-2,2022-06-03 00:00:00.000,139,,Employee journey taxi service,Received
2425,PO007-5,2022-06-03 00:00:00.000,100,,Employee journey taxi service,Received
2426,PO007-5,2022-06-03 00:00:00.000,156,,Employee journey taxi service,Received
2427,PO014,2022-09-15 00:00:00.000,108,,Purchases of Digital equipment,Open
2428,PO014,2022-09-15 00:00:00.000,111,,Purchases of Digital equipment,Open
2429,PO014-1,2022-09-15 00:00:00.000,121,,"2.5 EXTERNAL TOSHIBA 1TB HARD DISK USB 3.0 x 2",Received
2430,PO014-1,2022-09-15 00:00:00.000,124,,"2.5 EXTERNAL TOSHIBA 1TB HARD DISK USB 3.0 x 2",Received
2431,PO014-2,2022-09-15 00:00:00.000,150,,"2.5 EXTERNAL TOSHIBA 2TB HARD DISK USB 3.0 x 3",Received
2432,PO014-3,2022-09-15 00:00:00.000,108,,NOTEBOOK SATA HDD - 500 GB x 5,Received
2433,PO014-3,2022-09-15 00:00:00.000,121,,NOTEBOOK SATA HDD - 500 GB x 5,Received
2434,PO014-3,2022-09-15 00:00:00.000,150,,NOTEBOOK SATA HDD - 500 GB x 5,Received
2435,PO014-4,2022-09-15 00:00:00.000,124,,"3TB SATA HARD DISK x 4",Received
2436,PO014-4,2022-09-15 00:00:00.000,134,,"3TB SATA HARD DISK x 4",Received
2437,PO014-5,2022-09-15 00:00:00.000,124,,WESTERN DIGITAL USB 3.0 EXTERNAL HARD DISK 3.5 4TB x 2,Received
2438,PO014-5,2022-09-15 00:00:00.000,137,,WESTERN DIGITAL USB 3.0 EXTERNAL HARD DISK 3.5 4TB x 2,Received
2439,PO014-1,2022-09-15 00:00:00.000,121,,FAN UNIT x 20,Cancelled
2440,PO014-1,2022-09-15 00:00:00.000,124,,FAN UNIT x 20,Cancelled
2441,PO014-1,2022-09-15 00:00:00.000,134,,FAN UNIT x 20,Cancelled
2442,PO014-1,2022-09-15 00:00:00.000,111,,EPSON EB-S31 3LCD PROJECTOR x 3,Received
2443,PO014-2,2022-09-15 00:00:00.000,108,,VIEWSONIC PJD5155 PROJECTOR,Received
2444,PO014-2,2022-09-15 00:00:00.000,124,,COOLER MASTER SEIDON120V V3 PLUS WATER-COOLING KIT x 5,Received
2445,PO014-3,2022-09-15 00:00:00.000,95,,GENIUS MEDIA POINTER 900BT x 3,Received
2446,PO014-3,2022-09-15 00:00:00.000,124,,GENIUS MEDIA POINTER 900BT x 3,Received
2447,PO014-3,2022-09-15 00:00:00.000,150,,GENIUS MEDIA POINTER 900BT x 3,Received
2448,PO014-3,2022-09-15 00:00:00.000,134,,USB WIRELESS <<T>> LASER POINTER PRESENTER x 2,Received
2449,PO014-3,2022-09-15 00:00:00.000,150,,USB WIRELESS <<T>> LASER POINTER PRESENTER x 2,Received
2450,PO014-3,2022-09-15 00:00:00.000,98,,ASUS H110M-A (INTEL H110) DDR4 LGA1151 MATX x 4,Received
2451,PO014-3,2022-09-15 00:00:00.000,160,,ASUS B150M-K DDR4 (INTEL B150) LGA1151 MATX x 2,Received
2452,PO014-4,2022-09-15 00:00:00.000,137,,ASUS H81M-A (INTEL H81) LGA1150 MATX x 2,Received
2453,PO014-4,2022-09-15 00:00:00.000,134,,HP M277DW WIFI COLOUR LASERJET PRO MFP,Received
2454,PO014-5,2022-09-15 00:00:00.000,150,,HP OFFICEJET PRO 6830 E-ALL-IN-ONE PRINTER,Received
2455,PO014-5,2022-09-15 00:00:00.000,147,,EPSON LQ310 DOT MATRIX PRINTER,Received
2456,PO014-5,2022-09-15 00:00:00.000,121,,LENOVO B50-30 x 5,Received
2457,PO014-5,2022-09-15 00:00:00.000,108,,DELL N3543 CORE i5 x 3,Cancelled
2458,PO014-5,2022-09-15 00:00:00.000,137,,DELL N3543 CORE i5 x 3,Cancelled
2459,PO001-1,2022-01-03 00:00:00.000,92,,Back lights,Received
2460,PO001-1,2022-01-03 00:00:00.000,131,,Back lights,Received
2461,PO002,2022-01-10 00:00:00.000,168,750000,Purchase of Car,Open
2462,PO002-1,2022-01-10 00:00:00.000,103,,Purchase of Car Model X,Received
2463,PO003,2022-01-24 00:00:00.000,95,57300,Computer screens,Closed
2464,PO003,2022-01-24 00:00:00.000,134,57300,Computer screens,Closed
2465,PO003,2022-01-24 00:00:00.000,160,57300,Computer screens,Closed
2466,PO003-1,2022-01-24 00:00:00.000,95,,"Screens 22""",Received
2467,PO003-1,2022-01-24 00:00:00.000,134,,"Screens 22""",Received
2468,PO003-2,2022-01-24 00:00:00.000,160,,"Screens 35""",Received
2469,PO001-3,2022-01-03 00:00:00.000,94,,Fuel filter,Received
2470,PO001-3,2022-01-03 00:00:00.000,159,,Fuel filter,Received
2471,PO004,2022-02-07 00:00:00.000,140,6800,Purchase of Stationeries,Closed
2472,PO004-1,2022-02-07 00:00:00.000,153,,Pen Parker blue,Received
2473,PO004-2,2022-02-07 00:00:00.000,101,,Pencil HB boxes,Received
2474,PO001-4,2022-01-03 00:00:00.000,159,,Air filter,Received
2475,PO005,2022-04-07 00:00:00.000,132,21000,International Magazines,Closed
2476,PO005,2022-04-07 00:00:00.000,158,21000,International Magazines,Closed
2477,PO005-1,2022-04-07 00:00:00.000,158,,National geo nature,Received
2478,PO005-2,2022-04-07 00:00:00.000,119,,Science world,Received
2479,PO003-4,2022-01-24 00:00:00.000,121,,"Screens 35""",Received
2480,PO003-4,2022-01-24 00:00:00.000,160,,"Screens 35""",Received
2481,PO004-3,2022-02-07 00:00:00.000,153,3000,Paper reams,Received
2482,PO004-4,2022-02-07 00:00:00.000,101,600,Clips boxes,Cancelled
2483,PO004-4,2022-02-07 00:00:00.000,166,600,Clips boxes,Cancelled
2484,PO005-3,2022-04-07 00:00:00.000,119,,Science world,Received
2485,PO005-3,2022-04-07 00:00:00.000,132,,Science world,Received
2486,PO005-3,2022-04-07 00:00:00.000,158,,Science world,Received
2487,PO005-4,2022-04-07 00:00:00.000,93,,Discovery mag,Received
2488,PO001-6,2022-01-03 00:00:00.000,159,,Axle,Received
2489,PO006,2022-02-16 00:00:00.000,109,250000,Stationery orders,Open
2490,PO006,2022-02-16 00:00:00.000,161,250000,Stationery orders,Open
2491,PO006-1,2022-02-16 00:00:00.000,148,,Packet 1,Received
2492,PO007,2022-06-03 00:00:00.000,139,26700,Taxi services fees,Closed
2493,PO008,2022-06-05 00:00:00.000,97,85200,Orders of computer spare parts,Open
2494,PO009-1,2022-06-18 00:00:00.000,125,,Security vests for firewardens,Received
2495,PO010,2022-07-03 00:00:00.000,102,,Electronic spare parts,Closed
2496,PO010,2022-07-03 00:00:00.000,128,,Electronic spare parts,Closed
2497,PO010,2022-07-03 00:00:00.000,154,,Electronic spare parts,Closed
2498,PO010-2,2022-07-03 00:00:00.000,128,,Aluminium LED PCB Assemblies x 100,Received
2499,PO010-2,2022-07-03 00:00:00.000,154,,Starter capacitor x 2000,Received
2500,PO010-2,2022-07-03 00:00:00.000,167,,Starter capacitor x 2000,Received
2501,PO011,2022-07-06 00:00:00.000,101,43200,Purchase of Stationeries,Closed
2502,PO011-1,2022-07-06 00:00:00.000,153,,Staplers Heavy duty x 10,Received
2503,PO008-1,2022-06-05 00:00:00.000,136,,"10 HDDs 3TB",Received
2504,PO011-2,2022-07-06 00:00:00.000,140,,Organizers x 200,Received
2505,PO011-2,2022-07-06 00:00:00.000,153,,Organizers x 200,Received
2506,PO012,2022-08-16 00:00:00.000,131,265000,Vehicle Spare parts,Open
2507,PO012-1,2022-08-16 00:00:00.000,157,,Aluminium evaporator x 15,Received
2508,PO012-2,2022-08-16 00:00:00.000,146,,Servicing of cars,Received
2509,PO012-2,2022-08-16 00:00:00.000,94,,Dashboard for cards,Received
2510,PO012-2,2022-08-16 00:00:00.000,131,,Dashboard for cards,Received
2511,PO012-2,2022-08-16 00:00:00.000,133,,Rear door + repair,Received
2512,PO012-2,2022-08-16 00:00:00.000,144,,Rear door + repair,Received
2513,PO012-2,2022-08-16 00:00:00.000,146,,Rear door + repair,Received
2514,PO012-4,2022-08-16 00:00:00.000,118,,Air suspension compressor x 3,Received
2515,PO012-4,2022-08-16 00:00:00.000,144,,Air suspension compressor x 3,Received
2516,PO012-5,2022-08-16 00:00:00.000,92,,Master brake x 12,Received
2517,PO012-5,2022-08-16 00:00:00.000,133,,Master brake x 12,Received
2518,PO012-5,2022-08-16 00:00:00.000,144,,Master brake x 12,Received
2519,PO013,2022-08-20 00:00:00.000,142,,Purchase of Cars,Closed
2520,PO013-2,2022-08-20 00:00:00.000,142,,Audi Q7,Received
2521,PO013-3,2022-08-20 00:00:00.000,155,,Chevrolet Equinox,Received
2522,PO013-4,2022-08-20 00:00:00.000,142,,Hyundai Tucson,Received
2523,PO007-1,2022-06-03 00:00:00.000,139,,Employee journey taxi service,Received
2524,PO007-2,2022-06-03 00:00:00.000,143,,Employee journey taxi service,Received
2525,PO007-3,2022-06-03 00:00:00.000,117,,Employee journey taxi service,Cancelled
2526,PO007-3,2022-06-03 00:00:00.000,139,,Employee journey taxi service,Cancelled
2527,PO007-5,2022-06-03 00:00:00.000,143,,Employee journey taxi service,Received
2528,PO007-5,2022-06-03 00:00:00.000,152,,Employee journey taxi service,Received
2529,PO006-1,2022-02-16 00:00:00.000,109,,Packet 2,Received
2530,PO014,2022-09-15 00:00:00.000,98,,Purchases of Digital equipment,Open
2531,PO014,2022-09-15 00:00:00.000,150,,Purchases of Digital equipment,Open
2532,PO014-1,2022-09-15 00:00:00.000,147,,"2.5 EXTERNAL TOSHIBA 1TB HARD DISK USB 3.0 x 2",Received
2533,PO014-2,2022-09-15 00:00:00.000,134,,"2.5 EXTERNAL TOSHIBA 2TB HARD DISK USB 3.0 x 3",Received
2534,PO014-2,2022-09-15 00:00:00.000,137,,"2.5 EXTERNAL TOSHIBA 2TB HARD DISK USB 3.0 x 3",Received
2535,PO014-3,2022-09-15 00:00:00.000,137,,NOTEBOOK SATA HDD - 500 GB x 5,Received
2536,PO014-3,2022-09-15 00:00:00.000,163,,NOTEBOOK SATA HDD - 500 GB x 5,Received
2537,PO014-4,2022-09-15 00:00:00.000,147,,"3TB SATA HARD DISK x 4",Received
2538,PO014-4,2022-09-15 00:00:00.000,160,,"3TB SATA HARD DISK x 4",Received
2539,PO014-5,2022-09-15 00:00:00.000,134,,WESTERN DIGITAL USB 3.0 EXTERNAL HARD DISK 3.5 4TB x 2,Received
2540,PO014-1,2022-09-15 00:00:00.000,124,,EPSON EB-S31 3LCD PROJECTOR x 3,Received
2541,PO014-1,2022-09-15 00:00:00.000,150,,EPSON EB-S31 3LCD PROJECTOR x 3,Received
2542,PO014-2,2022-09-15 00:00:00.000,121,,VIEWSONIC PJD5155 PROJECTOR,Received
2543,PO014-2,2022-09-15 00:00:00.000,124,,VIEWSONIC PJD5155 PROJECTOR,Received
2544,PO014-2,2022-09-15 00:00:00.000,137,,VIEWSONIC PJD5155 PROJECTOR,Received
2545,PO014-2,2022-09-15 00:00:00.000,163,,VIEWSONIC PJD5155 PROJECTOR,Received
2546,PO014-2,2022-09-15 00:00:00.000,108,,COOLER MASTER SEIDON120V V3 PLUS WATER-COOLING KIT x 5,Received
2547,PO014-2,2022-09-15 00:00:00.000,111,,COOLER MASTER SEIDON120V V3 PLUS WATER-COOLING KIT x 5,Received
2548,PO014-2,2022-09-15 00:00:00.000,147,,COOLER MASTER SEIDON120V V3 PLUS WATER-COOLING KIT x 5,Received
2549,PO014-2,2022-09-15 00:00:00.000,160,,COOLER MASTER SEIDON120V V3 PLUS WATER-COOLING KIT x 5,Received
2550,PO014-3,2022-09-15 00:00:00.000,98,,USB WIRELESS <<T>> LASER POINTER PRESENTER x 2,Received
2551,PO014-3,2022-09-15 00:00:00.000,95,,ASUS H110M-A (INTEL H110) DDR4 LGA1151 MATX x 4,Received
2552,PO014-3,2022-09-15 00:00:00.000,108,,ASUS H110M-A (INTEL H110) DDR4 LGA1151 MATX x 4,Received
2553,PO014-3,2022-09-15 00:00:00.000,134,,ASUS H110M-A (INTEL H110) DDR4 LGA1151 MATX x 4,Received
2554,PO014-3,2022-09-15 00:00:00.000,147,,ASUS H110M-A (INTEL H110) DDR4 LGA1151 MATX x 4,Received
2555,PO014-3,2022-09-15 00:00:00.000,160,,ASUS H110M-A (INTEL H110) DDR4 LGA1151 MATX x 4,Received
2556,PO014-3,2022-09-15 00:00:00.000,98,,ASUS B150M-K DDR4 (INTEL B150) LGA1151 MATX x 2,Received
2557,PO014-3,2022-09-15 00:00:00.000,108,,ASUS B150M-K DDR4 (INTEL B150) LGA1151 MATX x 2,Received
2558,PO014-3,2022-09-15 00:00:00.000,111,,ASUS B150M-K DDR4 (INTEL B150) LGA1151 MATX x 2,Received
2559,PO014-4,2022-09-15 00:00:00.000,121,,ASUS H81M-A (INTEL H81) LGA1150 MATX x 2,Received
2560,PO014-4,2022-09-15 00:00:00.000,108,,HP ADVANTAGE 4535 ALL-IN-ONE INKJET PRINTER,Received
2561,PO014-4,2022-09-15 00:00:00.000,160,,HP ADVANTAGE 4535 ALL-IN-ONE INKJET PRINTER,Received
2562,PO014-4,2022-09-15 00:00:00.000,150,,HP M277DW WIFI COLOUR LASERJET PRO MFP,Received
2563,PO014-4,2022-09-15 00:00:00.000,160,,HP M277DW WIFI COLOUR LASERJET PRO MFP,Received
2564,PO014-5,2022-09-15 00:00:00.000,121,,HP OFFICEJET PRO 6830 E-ALL-IN-ONE PRINTER,Received
2565,PO014-5,2022-09-15 00:00:00.000,124,,HP OFFICEJET PRO 6830 E-ALL-IN-ONE PRINTER,Received
2566,PO014-5,2022-09-15 00:00:00.000,134,,HP OFFICEJET PRO 6830 E-ALL-IN-ONE PRINTER,Received
2567,PO014-5,2022-09-15 00:00:00.000,147,,HP OFFICEJET PRO 6830 E-ALL-IN-ONE PRINTER,Received
2568,PO014-5,2022-09-15 00:00:00.000,111,,EPSON LQ310 DOT MATRIX PRINTER,Received
2569,PO014-5,2022-09-15 00:00:00.000,150,,DELL N3543 CORE i5 x 3,Cancelled
2570,PO001,2022-01-03 00:00:00.000,92,,Vehicle Spare parts,Closed
2571,PO001,2022-01-03 00:00:00.000,159,,Vehicle Spare parts,Closed
2572,PO001-1,2022-01-03 00:00:00.000,120,,Back lights,Received
2573,PO001-1,2022-01-03 00:00:00.000,157,,Back lights,Received
2574,PO001-2,2022-01-03 00:00:00.000,120,,Spark plug,Received
2575,PO001-2,2022-01-03 00:00:00.000,159,,Spark plug,Received
2576,PO002,2022-01-10 00:00:00.000,142,750000,Purchase of Car,Open
2577,PO002-1,2022-01-10 00:00:00.000,168,,Purchase of Car Model X,Received
2578,PO003,2022-01-24 00:00:00.000,137,57300,Computer screens,Closed
2579,PO003-1,2022-01-24 00:00:00.000,111,,"Screens 22""",Received
2580,PO003-1,2022-01-24 00:00:00.000,137,,"Screens 22""",Received
2581,PO003-1,2022-01-24 00:00:00.000,150,,"Screens 22""",Received
2582,PO003-2,2022-01-24 00:00:00.000,111,,"Screens 35""",Received
2583,PO001-3,2022-01-03 00:00:00.000,146,,Fuel filter,Received
2584,PO004,2022-02-07 00:00:00.000,166,6800,Purchase of Stationeries,Closed
2585,PO004-2,2022-02-07 00:00:00.000,166,,Pencil HB boxes,Received
2586,PO001-4,2022-01-03 00:00:00.000,92,,Air filter,Received
2587,PO001-4,2022-01-03 00:00:00.000,107,,Air filter,Received
2588,PO001-4,2022-01-03 00:00:00.000,118,,Air filter,Received
2589,PO005-1,2022-04-07 00:00:00.000,145,,National geo nature,Received
2590,PO005-2,2022-04-07 00:00:00.000,158,,Science world,Received
2591,PO003-4,2022-01-24 00:00:00.000,163,,"Screens 35""",Received
2592,PO004-3,2022-02-07 00:00:00.000,140,3000,Paper reams,Received
2593,PO005-3,2022-04-07 00:00:00.000,145,,Science world,Received
2594,PO005-4,2022-04-07 00:00:00.000,145,,Discovery mag,Received
2595,PO001-5,2022-01-03 00:00:00.000,92,,Brake disc,Received
2596,PO001-5,2022-01-03 00:00:00.000,105,,Brake disc,Received
2597,PO001-5,2022-01-03 00:00:00.000,157,,Brake disc,Received
2598,PO001-6,2022-01-03 00:00:00.000,107,,Axle,Received
2599,PO006,2022-02-16 00:00:00.000,122,250000,Stationery orders,Open
2600,PO007,2022-06-03 00:00:00.000,152,26700,Taxi services fees,Closed
2601,PO008,2022-06-05 00:00:00.000,149,85200,Orders of computer spare parts,Open
2602,PO009,2022-06-18 00:00:00.000,125,36800,Security vests,Open
2603,PO010-1,2022-07-03 00:00:00.000,102,,Air Conditioner Fan Capacitor x 1000,Received
2604,PO010-2,2022-07-03 00:00:00.000,154,,Aluminium LED PCB Assemblies x 100,Received
2605,PO010-2,2022-07-03 00:00:00.000,115,,Starter capacitor x 2000,Received
2606,PO010-2,2022-07-03 00:00:00.000,141,,Starter capacitor x 2000,Received
2607,PO011-1,2022-07-06 00:00:00.000,140,,Staplers Heavy duty x 10,Received
2608,PO008-1,2022-06-05 00:00:00.000,110,,"10 HDDs 3TB",Received
2609,PO008-2,2022-06-05 00:00:00.000,123,,"10 Motherboard Asus PRIME Z270-A",Received
2610,PO006-1,2022-02-16 00:00:00.000,122,,Packet 3,Received
2611,PO011-2,2022-07-06 00:00:00.000,127,,Organizers x 200,Received
2612,PO011-2,2022-07-06 00:00:00.000,166,,Organizers x 200,Received
2613,PO012,2022-08-16 00:00:00.000,92,265000,Vehicle Spare parts,Open
2614,PO012-1,2022-08-16 00:00:00.000,92,,Aluminium evaporator x 15,Received
2615,PO006-1,2022-02-16 00:00:00.000,148,,Packet 4,Received
2616,PO008-2,2022-06-05 00:00:00.000,110,,Seagate Barracuda 2TB SATA Hard Drive,Received
2617,PO012-1,2022-08-16 00:00:00.000,92,,Wheels and balancing,Received
2618,PO012-1,2022-08-16 00:00:00.000,144,,Wheels and balancing,Received
2619,PO012-1,2022-08-16 00:00:00.000,146,,Wheels and balancing,Received
2620,PO012-1,2022-08-16 00:00:00.000,157,,Wheels and balancing,Received
2621,PO012-2,2022-08-16 00:00:00.000,94,,Servicing of cars,Received
2622,PO012-2,2022-08-16 00:00:00.000,146,,Dashboard for cards,Received
2623,PO012-2,2022-08-16 00:00:00.000,120,,Rear door + repair,Received
2624,PO012-3,2022-08-16 00:00:00.000,107,,High pressure fuel injector nozzle OEM x 10,Received
2625,PO012-3,2022-08-16 00:00:00.000,133,,High pressure fuel injector nozzle OEM x 10,Received
2626,PO012-4,2022-08-16 00:00:00.000,133,,Air suspension compressor x 3,Received
2627,PO012-4,2022-08-16 00:00:00.000,159,,Air suspension compressor x 3,Received
2628,PO012-5,2022-08-16 00:00:00.000,133,,Aluminium alloy set x 5,Received
2629,PO013,2022-08-20 00:00:00.000,129,,Purchase of Cars,Closed
2630,PO013-3,2022-08-20 00:00:00.000,129,,Chevrolet Equinox,Received
2631,PO013-3,2022-08-20 00:00:00.000,168,,Chevrolet Equinox,Received
2632,PO013-4,2022-08-20 00:00:00.000,129,,Hyundai Tucson,Received
2633,PO013-4,2022-08-20 00:00:00.000,155,,Hyundai Tucson,Received
2634,PO006-1,2022-02-16 00:00:00.000,161,,Packet 6,Received
2635,PO007-1,2022-06-03 00:00:00.000,143,,Employee journey taxi service,Received
2636,PO007-1,2022-06-03 00:00:00.000,152,,Employee journey taxi service,Received
2637,PO007-2,2022-06-03 00:00:00.000,126,,Employee journey taxi service,Received
2638,PO007-2,2022-06-03 00:00:00.000,130,,Employee journey taxi service,Received
2639,PO007-2,2022-06-03 00:00:00.000,156,,Employee journey taxi service,Received
2640,PO007-2,2022-06-03 00:00:00.000,165,,Employee journey taxi service,Received
2641,PO007-4,2022-06-03 00:00:00.000,130,,Employee journey taxi service,Received
2642,PO007-5,2022-06-03 00:00:00.000,126,,Employee journey taxi service,Received
2643,PO014,2022-09-15 00:00:00.000,137,,Purchases of Digital equipment,Open
2644,PO014,2022-09-15 00:00:00.000,147,,Purchases of Digital equipment,Open
2645,PO014,2022-09-15 00:00:00.000,160,,Purchases of Digital equipment,Open
2646,PO014-1,2022-09-15 00:00:00.000,95,,"2.5 EXTERNAL TOSHIBA 1TB HARD DISK USB 3.0 x 2",Received
2647,PO014-1,2022-09-15 00:00:00.000,98,,"2.5 EXTERNAL TOSHIBA 1TB HARD DISK USB 3.0 x 2",Received
2648,PO014-2,2022-09-15 00:00:00.000,111,,"2.5 EXTERNAL TOSHIBA 2TB HARD DISK USB 3.0 x 3",Received
2649,PO014-2,2022-09-15 00:00:00.000,163,,"2.5 EXTERNAL TOSHIBA 2TB HARD DISK USB 3.0 x 3",Received
2650,PO014-4,2022-09-15 00:00:00.000,111,,"3TB SATA HARD DISK x 4",Received
2651,PO014-5,2022-09-15 00:00:00.000,95,,WESTERN DIGITAL USB 3.0 EXTERNAL HARD DISK 3.5 4TB x 2,Received
2652,PO014-1,2022-09-15 00:00:00.000,98,,FAN UNIT x 20,Cancelled
2653,PO014-1,2022-09-15 00:00:00.000,111,,FAN UNIT x 20,Cancelled
2654,PO014-1,2022-09-15 00:00:00.000,137,,FAN UNIT x 20,Cancelled
2655,PO014-1,2022-09-15 00:00:00.000,163,,EPSON EB-S31 3LCD PROJECTOR x 3,Received
2656,PO014-2,2022-09-15 00:00:00.000,147,,VIEWSONIC PJD5155 PROJECTOR,Received
2657,PO014-2,2022-09-15 00:00:00.000,121,,COOLER MASTER SEIDON120V V3 PLUS WATER-COOLING KIT x 5,Received
2658,PO014-3,2022-09-15 00:00:00.000,108,,GENIUS MEDIA POINTER 900BT x 3,Received
2659,PO014-3,2022-09-15 00:00:00.000,95,,USB WIRELESS <<T>> LASER POINTER PRESENTER x 2,Received
2660,PO014-3,2022-09-15 00:00:00.000,111,,ASUS H110M-A (INTEL H110) DDR4 LGA1151 MATX x 4,Received
2661,PO014-3,2022-09-15 00:00:00.000,134,,ASUS B150M-K DDR4 (INTEL B150) LGA1151 MATX x 2,Received
2662,PO014-4,2022-09-15 00:00:00.000,108,,ASUS H81M-A (INTEL H81) LGA1150 MATX x 2,Received
2663,PO014-4,2022-09-15 00:00:00.000,111,,ASUS H81M-A (INTEL H81) LGA1150 MATX x 2,Received
2664,PO014-4,2022-09-15 00:00:00.000,150,,ASUS H81M-A (INTEL H81) LGA1150 MATX x 2,Received
2665,PO014-4,2022-09-15 00:00:00.000,124,,HP ADVANTAGE 4535 ALL-IN-ONE INKJET PRINTER,Received
2666,PO014-4,2022-09-15 00:00:00.000,137,,HP M277DW WIFI COLOUR LASERJET PRO MFP,Received
2667,PO014-4,2022-09-15 00:00:00.000,147,,HP M277DW WIFI COLOUR LASERJET PRO MFP,Received
2668,PO014-5,2022-09-15 00:00:00.000,98,,HP OFFICEJET PRO 6830 E-ALL-IN-ONE PRINTER,Received
2669,PO014-5,2022-09-15 00:00:00.000,108,,HP OFFICEJET PRO 6830 E-ALL-IN-ONE PRINTER,Received
2670,PO014-5,2022-09-15 00:00:00.000,160,,HP OFFICEJET PRO 6830 E-ALL-IN-ONE PRINTER,Received
2671,PO014-5,2022-09-15 00:00:00.000,163,,HP OFFICEJET PRO 6830 E-ALL-IN-ONE PRINTER,Received
2672,PO014-5,2022-09-15 00:00:00.000,160,,LENOVO B50-30 x 5,Received
2673,PO014-5,2022-09-15 00:00:00.000,134,,DELL N3543 CORE i5 x 3,Cancelled
2674,PO014-5,2022-09-15 00:00:00.000,160,,DELL N3543 CORE i5 x 3,Cancelled
2675,PO014-5,2022-09-15 00:00:00.000,163,,DELL N3543 CORE i5 x 3,Cancelled
2676,PO001,2022-01-03 00:00:00.000,118,,Vehicle Spare parts,Closed
2677,PO001,2022-01-03 00:00:00.000,131,,Vehicle Spare parts,Closed
2678,PO001,2022-01-03 00:00:00.000,133,,Vehicle Spare parts,Closed
2679,PO001-1,2022-01-03 00:00:00.000,94,,Back lights,Received
